,product,title,rating,body
79,"SPIDERCASE [3 IN 1] Designed for iPhone 13 Pro Max Case, [Crystal Clear Not Yellowing][with 2 Pcs Tempered Glass Screen Protectors &amp; 2 Pcs Camera Lens Protectors] Slim Thin Case-Clear",The lens protector is horrible,3.0,Case is great. Came with 2 screen protectors and 2 lens protectors. The lens protectors are making my camera not focus properly. If it’s not absolutely centered it makes my camera go in and out of focus and my pictures look weird. I have to keep adjusting it. Seriously annoying. Everything else is great but I’ll have to order different lens protectors.
80,"SPIDERCASE [3 IN 1] Designed for iPhone 13 Pro Max Case, [Crystal Clear Not Yellowing][with 2 Pcs Tempered Glass Screen Protectors &amp; 2 Pcs Camera Lens Protectors] Slim Thin Case-Clear",The case is clear,2.0,I didn’t realize when I bought it that it was completely clear and what I thought was a design was just a reflection when the photo was taken for the ad.
81,"SPIDERCASE [3 IN 1] Designed for iPhone 13 Pro Max Case, [Crystal Clear Not Yellowing][with 2 Pcs Tempered Glass Screen Protectors &amp; 2 Pcs Camera Lens Protectors] Slim Thin Case-Clear",they need to fix the problem The screen protector and the case  protector,4.0,"The truth is that I am not very happy with the product because when you put the Screen protector on it, you try to put it on very well and when you put the case on the phone, the Screen protector starts to come off and that had never happened to me with others"
82,"SPIDERCASE [3 IN 1] Designed for iPhone 13 Pro Max Case, [Crystal Clear Not Yellowing][with 2 Pcs Tempered Glass Screen Protectors &amp; 2 Pcs Camera Lens Protectors] Slim Thin Case-Clear",Awesome product.,4.0,"I am very pleased with the products. I got the glitter clear and my spouse got the clear blue along the screen protectors. They were easy to install and the material isn’t slippery or anything. Also, the case is thicker than expected. Really good buy! 👌"
83,"SPIDERCASE [3 IN 1] Designed for iPhone 13 Pro Max Case, [Crystal Clear Not Yellowing][with 2 Pcs Tempered Glass Screen Protectors &amp; 2 Pcs Camera Lens Protectors] Slim Thin Case-Clear",YELLOWED WITHIN 2 MONTHS!!,3.0,"This case is durable. However, Buttons are pretty stiff and hard to push fever months later. The clear glitter case turns yellow/brown within a few months"
84,"SPIDERCASE [3 IN 1] Designed for iPhone 13 Pro Max Case, [Crystal Clear Not Yellowing][with 2 Pcs Tempered Glass Screen Protectors &amp; 2 Pcs Camera Lens Protectors] Slim Thin Case-Clear",Great look,4.0,Clearly look
85,"SPIDERCASE [3 IN 1] Designed for iPhone 13 Pro Max Case, [Crystal Clear Not Yellowing][with 2 Pcs Tempered Glass Screen Protectors &amp; 2 Pcs Camera Lens Protectors] Slim Thin Case-Clear",junk,1.0,low quality protectors cracked after several weeks...
86,"SPIDERCASE [3 IN 1] Designed for iPhone 13 Pro Max Case, [Crystal Clear Not Yellowing][with 2 Pcs Tempered Glass Screen Protectors &amp; 2 Pcs Camera Lens Protectors] Slim Thin Case-Clear",It’s cute,4.0,I love the camera protectors. It really makes the case pop off. If you have the blue iPhone 13 pro max the color will not be as vibrant as the photo other than that I give it a 4.5/5 stars
87,"SPIDERCASE [3 IN 1] Designed for iPhone 13 Pro Max Case, [Crystal Clear Not Yellowing][with 2 Pcs Tempered Glass Screen Protectors &amp; 2 Pcs Camera Lens Protectors] Slim Thin Case-Clear",Not secure enough / case keeps shifting,2.0,"The screen and lens protectors are good, but the case itself doesn’t feel sturdy enough around the phone. It would slightly shift/move and would even make a small sound as it does, just makes the whole thing feel flimsy. Also the case easily show fingerprints and needs to be constantly wiped to look ok. Would not recommend."
88,"SPIDERCASE [3 IN 1] Designed for iPhone 13 Pro Max Case, [Crystal Clear Not Yellowing][with 2 Pcs Tempered Glass Screen Protectors &amp; 2 Pcs Camera Lens Protectors] Slim Thin Case-Clear",Didn’t fit,3.0,This was just a hair too small. The top curled back and so I got a Spigen instead and it fits great.
89,"SPIDERCASE [3 IN 1] Designed for iPhone 13 Pro Max Case, [Crystal Clear Not Yellowing][with 2 Pcs Tempered Glass Screen Protectors &amp; 2 Pcs Camera Lens Protectors] Slim Thin Case-Clear",cant complain for its price,4.0,u get a lot  of accessories of the price but they do break easily
90,"SPIDERCASE [3 IN 1] Designed for iPhone 13 Pro Max Case, [Crystal Clear Not Yellowing][with 2 Pcs Tempered Glass Screen Protectors &amp; 2 Pcs Camera Lens Protectors] Slim Thin Case-Clear",That I get what I paid for,4.0,The camera cover cracked in days of putting it on
91,"SPIDERCASE [3 IN 1] Designed for iPhone 13 Pro Max Case, [Crystal Clear Not Yellowing][with 2 Pcs Tempered Glass Screen Protectors &amp; 2 Pcs Camera Lens Protectors] Slim Thin Case-Clear","Pretty good case, stays clear.",4.0,"The camera protector should be a little more durable, but overall good case."
92,"SPIDERCASE [3 IN 1] Designed for iPhone 13 Pro Max Case, [Crystal Clear Not Yellowing][with 2 Pcs Tempered Glass Screen Protectors &amp; 2 Pcs Camera Lens Protectors] Slim Thin Case-Clear",Send me an non original product. Returned.,3.0,Look like was good but IOS complained that the screen was not original.
93,"SPIDERCASE [3 IN 1] Designed for iPhone 13 Pro Max Case, [Crystal Clear Not Yellowing][with 2 Pcs Tempered Glass Screen Protectors &amp; 2 Pcs Camera Lens Protectors] Slim Thin Case-Clear",Missing parts & broken bag,1.0,"When I open it, the yellow bag was already opened by someone else! And also the camera lens protector was missing! Totally different with the description!"
94,"SPIDERCASE [3 IN 1] Designed for iPhone 13 Pro Max Case, [Crystal Clear Not Yellowing][with 2 Pcs Tempered Glass Screen Protectors &amp; 2 Pcs Camera Lens Protectors] Slim Thin Case-Clear",Good case,3.0,"the case is great, but the screen protector is not so good. It fitted perfectly but air bubbles appeared a week later"
95,"SPIDERCASE [3 IN 1] Designed for iPhone 13 Pro Max Case, [Crystal Clear Not Yellowing][with 2 Pcs Tempered Glass Screen Protectors &amp; 2 Pcs Camera Lens Protectors] Slim Thin Case-Clear","Used item, re-boxed, sold as new. Two thumbs down!",1.0,"The product was purchased as new, but arrived in a beat up box with no screen protector and an array of finger smudges all over it… Had to buy another screen protector"
96,"SPIDERCASE [3 IN 1] Designed for iPhone 13 Pro Max Case, [Crystal Clear Not Yellowing][with 2 Pcs Tempered Glass Screen Protectors &amp; 2 Pcs Camera Lens Protectors] Slim Thin Case-Clear",It’s alright,1.0,Love the case!! But the package was damaged and screen protectors came broken! Ugh! Didn’t do a refund because I still needed a case. But still upsetting I had to go out for a screen protector!
97,"SPIDERCASE [3 IN 1] Designed for iPhone 13 Pro Max Case, [Crystal Clear Not Yellowing][with 2 Pcs Tempered Glass Screen Protectors &amp; 2 Pcs Camera Lens Protectors] Slim Thin Case-Clear",Cover for lens broke after 1 day,1.0,Camera lens cover broke after 1 day.
98,"SPIDERCASE [3 IN 1] Designed for iPhone 13 Pro Max Case, [Crystal Clear Not Yellowing][with 2 Pcs Tempered Glass Screen Protectors &amp; 2 Pcs Camera Lens Protectors] Slim Thin Case-Clear",Does not fit,1.0,The case was not the right size. It does not fit the iPhone 13 pro max.
99,"SPIDERCASE [3 IN 1] Designed for iPhone 13 Pro Max Case, [Crystal Clear Not Yellowing][with 2 Pcs Tempered Glass Screen Protectors &amp; 2 Pcs Camera Lens Protectors] Slim Thin Case-Clear",Missing part,1.0,Product did not come with camera bumpers as stated in description; the screen protector is not durable and does not fit my Iphone 13 Pro Max properly
100,"SPIDERCASE [3 IN 1] Designed for iPhone 13 Pro Max Case, [Crystal Clear Not Yellowing][with 2 Pcs Tempered Glass Screen Protectors &amp; 2 Pcs Camera Lens Protectors] Slim Thin Case-Clear",The camera lens protectors don’t stick and crack so easy,1.0,Terrible camera lens protectors they don’t stick and they crack soooo easily
101,"SPIDERCASE [3 IN 1] Designed for iPhone 13 Pro Max Case, [Crystal Clear Not Yellowing][with 2 Pcs Tempered Glass Screen Protectors &amp; 2 Pcs Camera Lens Protectors] Slim Thin Case-Clear",Not even one drop and the camera protected broke,1.0,Not even one drop and the camera protected broke
102,"SPIDERCASE [3 IN 1] Designed for iPhone 13 Pro Max Case, [Crystal Clear Not Yellowing][with 2 Pcs Tempered Glass Screen Protectors &amp; 2 Pcs Camera Lens Protectors] Slim Thin Case-Clear","product ok, vendor sent used product.",1.0,"Product is ok. But I received a used product and one tempered glass was used and which can't be used anymore. How come I received this used product, when it marked new one."
103,"SPIDERCASE [3 IN 1] Designed for iPhone 13 Pro Max Case, [Crystal Clear Not Yellowing][with 2 Pcs Tempered Glass Screen Protectors &amp; 2 Pcs Camera Lens Protectors] Slim Thin Case-Clear",Great,5.0,This product came with two screen protectors and two camera protectors along with the case! If dropped my phone twice and it’s still good as new ! So far so good!
104,"SPIDERCASE [3 IN 1] Designed for iPhone 13 Pro Max Case, [Crystal Clear Not Yellowing][with 2 Pcs Tempered Glass Screen Protectors &amp; 2 Pcs Camera Lens Protectors] Slim Thin Case-Clear",Great case but…,4.0,"The case is great, seems durable, helps provide a good grip on the phone, nice and clear, the one that I chose was clear screen protector is nice, it went on easily  My only complaint is the cameras protector. The protector has a mild adhesive on it to help stick to the phone, but as soon as you put it on the sticky stuff gets distorted in the area over the LiDAR sensor, that distortion then causes the camera to not focus properly. So besides this camera protector issue this is a great buy. Even without the camera protectors it’s still a good purchase."
105,"SPIDERCASE [3 IN 1] Designed for iPhone 13 Pro Max Case, [Crystal Clear Not Yellowing][with 2 Pcs Tempered Glass Screen Protectors &amp; 2 Pcs Camera Lens Protectors] Slim Thin Case-Clear",Quality is higher than the price tag might suggest,5.0,"Quality is almost shocking and the thoughtfulness that went into the design and implementation is appreciated. The case is well made and the buttons press properly like on more expensive alternatives. The camera protector square and the 2 screen protectors fit perfectly. If you put the case on first, the screen protector and camera protector will glide themselves into place perfectly. It’s satisfying to put together because for once the entire product and accessories makes sense and was well thought out. It’s insane that this quality is rare, but this is the one to buy. Very happy with my purchase."
106,"SPIDERCASE [3 IN 1] Designed for iPhone 13 Pro Max Case, [Crystal Clear Not Yellowing][with 2 Pcs Tempered Glass Screen Protectors &amp; 2 Pcs Camera Lens Protectors] Slim Thin Case-Clear","Adds a little sparkle to my phone, love that!",5.0,"The case is pretty and durable. Not long ago I had my phone knocked out of my hand onto the floor, I was so glad after inspection nothing was damaged. I’m very please with this purchase, thank you!"
107,"SPIDERCASE [3 IN 1] Designed for iPhone 13 Pro Max Case, [Crystal Clear Not Yellowing][with 2 Pcs Tempered Glass Screen Protectors &amp; 2 Pcs Camera Lens Protectors] Slim Thin Case-Clear",I love my new iPhone case!,5.0,I loved the value for the price. This is a very durable case that seems to keep my iPhone well protected. I was very happy that it also came with not one but two screen protectors!  I definitely recommend this product.
108,"SPIDERCASE [3 IN 1] Designed for iPhone 13 Pro Max Case, [Crystal Clear Not Yellowing][with 2 Pcs Tempered Glass Screen Protectors &amp; 2 Pcs Camera Lens Protectors] Slim Thin Case-Clear",Good value,5.0,I liked the good value since the AT&T store started at $30 for just the screen and extra for the screen protector.  I would say this is an excellent value.
109,"SPIDERCASE [3 IN 1] Designed for iPhone 13 Pro Max Case, [Crystal Clear Not Yellowing][with 2 Pcs Tempered Glass Screen Protectors &amp; 2 Pcs Camera Lens Protectors] Slim Thin Case-Clear",Good quality and Perfect Fit,5.0,"Really wanted to make sure my new Iphone 13 Pro max was well protected and this was perfect.  Full kit, easy to apply, fit perfectly and looks great."
110,"SPIDERCASE [3 IN 1] Designed for iPhone 13 Pro Max Case, [Crystal Clear Not Yellowing][with 2 Pcs Tempered Glass Screen Protectors &amp; 2 Pcs Camera Lens Protectors] Slim Thin Case-Clear",Nice sparkle light weight case. Non yellowing.,5.0,"That’s nice little case is sparkly, light weight, non yellowing and easy to put on phone. Came with bling camera protector too!"
111,"SPIDERCASE [3 IN 1] Designed for iPhone 13 Pro Max Case, [Crystal Clear Not Yellowing][with 2 Pcs Tempered Glass Screen Protectors &amp; 2 Pcs Camera Lens Protectors] Slim Thin Case-Clear",Well worth vegetarians price,5.0,My phone looks good and is protected now and I couldn’t ask for more especially for the price.
112,"SPIDERCASE [3 IN 1] Designed for iPhone 13 Pro Max Case, [Crystal Clear Not Yellowing][with 2 Pcs Tempered Glass Screen Protectors &amp; 2 Pcs Camera Lens Protectors] Slim Thin Case-Clear",So pretty,5.0,Great quality and really pretty. Highly recommend!
113,"SPIDERCASE [3 IN 1] Designed for iPhone 13 Pro Max Case, [Crystal Clear Not Yellowing][with 2 Pcs Tempered Glass Screen Protectors &amp; 2 Pcs Camera Lens Protectors] Slim Thin Case-Clear",6/10,5.0,The case and the screen protector are durable! The camera leans protector is not my daughter taped the back of my phone with a Roku remote and it cracked the protector. But everything thing is I recommend!
114,"SPIDERCASE [3 IN 1] Designed for iPhone 13 Pro Max Case, [Crystal Clear Not Yellowing][with 2 Pcs Tempered Glass Screen Protectors &amp; 2 Pcs Camera Lens Protectors] Slim Thin Case-Clear",Very durable!,5.0,Really does a good job keeping my phone safe when I drop it! And the flower design is pretty!
115,"SPIDERCASE [3 IN 1] Designed for iPhone 13 Pro Max Case, [Crystal Clear Not Yellowing][with 2 Pcs Tempered Glass Screen Protectors &amp; 2 Pcs Camera Lens Protectors] Slim Thin Case-Clear",Great case love it,5.0,I love this case and screen protectors. The camera protector is a great addition
116,"SPIDERCASE [3 IN 1] Designed for iPhone 13 Pro Max Case, [Crystal Clear Not Yellowing][with 2 Pcs Tempered Glass Screen Protectors &amp; 2 Pcs Camera Lens Protectors] Slim Thin Case-Clear",Nice for what it is,5.0,Im happy with it.  not cheap
117,"SPIDERCASE [3 IN 1] Designed for iPhone 13 Pro Max Case, [Crystal Clear Not Yellowing][with 2 Pcs Tempered Glass Screen Protectors &amp; 2 Pcs Camera Lens Protectors] Slim Thin Case-Clear",Buy it,5.0,"Perfect fit. If you’re looking for a slim, clear case this is the one you should definitely go with. It’s not flimsy like other cases I’ve tried. Definitely worth it."
118,"SPIDERCASE [3 IN 1] Designed for iPhone 13 Pro Max Case, [Crystal Clear Not Yellowing][with 2 Pcs Tempered Glass Screen Protectors &amp; 2 Pcs Camera Lens Protectors] Slim Thin Case-Clear",Ok,5.0,Great timing
119,"SPIDERCASE [3 IN 1] Designed for iPhone 13 Pro Max Case, [Crystal Clear Not Yellowing][with 2 Pcs Tempered Glass Screen Protectors &amp; 2 Pcs Camera Lens Protectors] Slim Thin Case-Clear",Good quality,5.0,I already dropped my phone like 3 times and it didn’t break so this case is very good 👍!!!
120,"SPIDERCASE [3 IN 1] Designed for iPhone 13 Pro Max Case, [Crystal Clear Not Yellowing][with 2 Pcs Tempered Glass Screen Protectors &amp; 2 Pcs Camera Lens Protectors] Slim Thin Case-Clear",Llego en excelente condiciones,4.0,Fácil de instalar a mi esposo le gusto mucho vamos ver cuanto dura
121,"SPIDERCASE [3 IN 1] Designed for iPhone 13 Pro Max Case, [Crystal Clear Not Yellowing][with 2 Pcs Tempered Glass Screen Protectors &amp; 2 Pcs Camera Lens Protectors] Slim Thin Case-Clear",Price is good,4.0,Good value for your money
122,"SPIDERCASE [3 IN 1] Designed for iPhone 13 Pro Max Case, [Crystal Clear Not Yellowing][with 2 Pcs Tempered Glass Screen Protectors &amp; 2 Pcs Camera Lens Protectors] Slim Thin Case-Clear",Worth every penny,5.0,Best value for your money
123,"SPIDERCASE [3 IN 1] Designed for iPhone 13 Pro Max Case, [Crystal Clear Not Yellowing][with 2 Pcs Tempered Glass Screen Protectors &amp; 2 Pcs Camera Lens Protectors] Slim Thin Case-Clear",It’s okay,5.0,It’s okay for short term uses
124,"SPIDERCASE [3 IN 1] Designed for iPhone 13 Pro Max Case, [Crystal Clear Not Yellowing][with 2 Pcs Tempered Glass Screen Protectors &amp; 2 Pcs Camera Lens Protectors] Slim Thin Case-Clear",Affordable and the best!,5.0,Best value for money!
125,"SPIDERCASE [3 IN 1] Designed for iPhone 13 Pro Max Case, [Crystal Clear Not Yellowing][with 2 Pcs Tempered Glass Screen Protectors &amp; 2 Pcs Camera Lens Protectors] Slim Thin Case-Clear",Nice,5.0,Easy to apply to phone. Haven't tested it out yet but seems durable!
126,"SPIDERCASE [3 IN 1] Designed for iPhone 13 Pro Max Case, [Crystal Clear Not Yellowing][with 2 Pcs Tempered Glass Screen Protectors &amp; 2 Pcs Camera Lens Protectors] Slim Thin Case-Clear",So cute and practical!,5.0,Really good quality and super stylish!
127,"SPIDERCASE [3 IN 1] Designed for iPhone 13 Pro Max Case, [Crystal Clear Not Yellowing][with 2 Pcs Tempered Glass Screen Protectors &amp; 2 Pcs Camera Lens Protectors] Slim Thin Case-Clear",Fits great,5.0,The case fit perfect and comes with two lens protectors as well as two screen protectors. Phone case is not slippery. All buttons are easy to push.
128,"SPIDERCASE [3 IN 1] Designed for iPhone 13 Pro Max Case, [Crystal Clear Not Yellowing][with 2 Pcs Tempered Glass Screen Protectors &amp; 2 Pcs Camera Lens Protectors] Slim Thin Case-Clear",Works great,5.0,Arrived on time and works well
129,"SPIDERCASE [3 IN 1] Designed for iPhone 13 Pro Max Case, [Crystal Clear Not Yellowing][with 2 Pcs Tempered Glass Screen Protectors &amp; 2 Pcs Camera Lens Protectors] Slim Thin Case-Clear",Quedo muy protegido mi teléfono y llego antes de tiempo,5.0,Me gusto que tenía unas micas de reemplazo
130,"SPIDERCASE [3 IN 1] Designed for iPhone 13 Pro Max Case, [Crystal Clear Not Yellowing][with 2 Pcs Tempered Glass Screen Protectors &amp; 2 Pcs Camera Lens Protectors] Slim Thin Case-Clear",I'm happy with my purchase.,5.0,Everything fits my iPhone 13 pro max perfectly! I feel better knowing my phone is somewhat protected. I don't have any complaints at all and would recommend it. Pay attention in the description at what phone models these cases fit.
